Text,Label,Types
Hey girl per night 1000 tk,Bullying ,Sexual
you are a foolish ,Bullying ,Vocational 
I made some orchestral music,Not-Bullying,
" Too bad about those hurt by it or unprotected by it, right?",Bullying,Sexual
Tattoo that shit on your forehead.,Not-Bullying,
 i really appreciate the kind words from you. i'm a big admirer of your voice,Not-Bullying,
"This isn't going to work, because we've all got a maturity greater than 12 year olds",Not-Bullying,
You look absolutely stunning!,Not-Bullying,
Your smile brightens up my day!,Not-Bullying,
This post made me smile. Thanks for sharing!,Not-Bulyying,
You always have the coolest adventures!,Not-Bulllying,
Thank you for your help. You're a lifesaver!,Not-Bulllying,
I'm grateful to have you in my life.,Not-Bulllying,
Yeah thats picture is as like hero alom,Bullying,Troll
Your hard work and dedication are truly admirable.,Not-Bullying,
"If you ever need a hand, just let me know.""",Not-Bullying,
I'm here to support you in any way I can.,Not-Bullying,
Don't hesitate to reach out if you need anything.,Not-Bullying,
Happy Birthday! May this year be filled with joy and success.,Not-Bullying,
Another year wiser and more fabulous. Enjoy your day!,Not-Bullying,
Your birthday is a reminder of how special you are. Have a fantastic celebration!,Not-Bulyying,
When someone shares a personal story:,Not-Bullying,
Your photography skills are exceptional; each picture tells a story,Not-Bullying,
Your leadership style is inspiring; you lead by example.,Not-Bullying,
The way you handle challenges and motivate your team is admirable.,Not-Bullying,
You bring out the best in everyone you work with. A true leader!,Not-Bullying,
Your talent knows no bounds!,Not-Bullying,
You have an incredible way with words.,Not-Bullying,
"m here for you, no matter what. We'll get through this together.""",Not-Bullying,
"You're incredibly strong, and I believe in your ability to overcome this.",Not-Bullying,
Sending you all the positive vibes and strength you need right now.,Not-Bullying,
Recognizing someone's creativity:,Not-Bullying,
Your artistic talents are a true gift to the world. Keep creating!,Not-Bullying,
"Your love story is beautiful, and your wedding was a magical celebration.",Not-Bullying,
May your journey together be full of wonderful adventures and cherished moments.,Not-Bullying,
I'm always amazed by your artistic talents.,Not-Bullying,
Your passion for [insert interest] is inspiring,Not-Bullying,
"This isn't going to work, because we've all got a maturity greater than 12 year olds",Not-Bullying,
You look absolutely stunning!,Not-Bullying,
Your smile brightens up my day!,Not-Bullying,
Believe in yourself—you've got this!,Not-Bullying,
Don't give up; you're stronger than you think,Not-Bullying,
Your dedication and hard work are paying off. Keep it up!,Not-Bullying,
You've reached a milestone that many aspire to. Well done!,Not-Bullying,
This accomplishment is a testament to your determination and talent,Not-Bullying,
KI obostha koreco tomar chi,Bullyinfg,Vocational
"I'm here for you, no matter what.",Not-Bullying,
Your resilience is awe-inspiring.,Not-Bullying,
Their collection of movies are adult types,Bullying,Ethnicity
You need a very hot dress,Bullying,Sexual
You looking too much hot,Bullying,Sexual
You are so raw and so beautiful,Not-Bullying ,
Even as a troll you are a pathetic failure.,Bullying ,Troll
This is way past George Floyd.,Not-Bullying ,
I think feeling is one of ur first senses to go,Not-Bullying ,
Let the law do their diligence. You morons! ,Not-Bullying ,
the prophet Muhamad s.w.s declared islam afull religion,Bullying ,Religion 
"Your friendship is a source of strength and inspiration. I'm lucky to have you in my life.""",Not-Bullying,
"""Your presence in my life has made it infinitely better. Thank you for being you.""",Not-Bullying,
"""Your words have a way of healing and comforting. Thank you for your wisdom.""",Not-Bullying,
"""Your creativity and talents continue to amaze me. Keep pursuing your passions!""",Not-Bullying,
"""Your resilience in the face of adversity is a testament to your strength.""",Not-Bullying,
"""Your positivity is a light that guides us through the darkest days.""",Not-Bullying,
"""Your generosity and compassion make the world a kinder place.""",Not-Bullying,
"""Your friendship is a treasure I hold dear. Here's to many more wonderful moments together!""",Not-Bullying,
"Your positive attitude is like a beacon, lighting up the lives of those around you.""",Not-Bullying,
"""Your posts are a constant reminder that there is beauty to be found in every day.""",Not-Bullying,
"""Your laughter is like music to my ears. Keep sharing your joy!""",Not-Bullying,
"""Your strength and determination inspire me to tackle challenges head-on.""",Not-Bullying,
"""Your friendship is like a warm embrace on even the coldest days.""",Not-Bullying,
"""Your humility and kindness set an example for all of us to follow.""",Not-Bullying,
"""Your passion for life is a true inspiration. Keep chasing your dreams!""",Not-Bullying,
"""Your presence in my life is a gift I treasure every day.""",Not-Bullying,
"""Your generosity knows no bounds, and it warms my heart.""",Not-Bullying,
"""Your ability to find happiness in the simplest moments is truly admirable.""",Not-Bullying,
"""Your words have a way of brightening even the darkest days.""",Not-Bullying,
"""Your creativity is boundless, and it brings joy to so many.""",Not-Bulyying,
"""Your positivity is like a refreshing breeze on a hot summer day.""",Not-Bullying,
"""Your support has been a constant source of strength for me. Thank you!""",Not-Bullying,
"""Your friendship is a ray of sunshine that I'm grateful for every day.""",Not-Bullying,
"""Your resilience in the face of challenges is a testament to your character.""",Not-Bullying,
"""Your kindness and empathy make the world a better place.""",Not-Bullying,
"""Your wisdom and insights enrich our lives. Keep sharing your thoughts!""",Not-Bullying,
"""Your authenticity is a rare and precious gift.""",Not-Bullying,
"""Your presence in my life is a blessing, and I cherish every moment with you.""",Not-Bullying,
"Feel free to use these comments to express your admiration, gratitude, and affection for your friends and loved ones on Facebook. Your words can brighten their day and strengthen your bonds of friendship.",Not-Bullying,
"Your friendship is a ray of sunshine that I'm grateful for every day.""",Not-Bullying,
"""Your resilience in the face of challenges is a testament to your character.""",Not-Bullying,
"""Your kindness and empathy make the world a better place.""",Not-Bullying,
"""Your wisdom and insights enrich our lives. Keep sharing your thoughts!""",Not-Bullying,
"""Your authenticity is a rare and precious gift.""",Not-Bullying,
"""Your presence in my life is a blessing, and I cherish every moment with you.""",Not-Bullying,
"""Your wisdom and insights enrich our lives. Keep sharing your thoughts!""",Not-Bullying,
"""Your authenticity is a rare and precious gift.""",Not-Bullying,
"""Your presence in my life is a blessing, and I cherish every moment with you.""",Not-Bullying,
"Feel free to use these comments to express your admiration, gratitude, and affection for your friends and loved ones on Facebook. Your words can brighten their day and strengthen your bonds of friendship.",Not-Bullying,
"Your friendship is a ray of sunshine that I'm grateful for every day.""",Not-Bullying,
"""Your resilience in the face of challenges is a testament to your character.""",Not-Bulyying,
"The proliferation of political misinformation and fake news undermines informed decision-making.""",Bullying ,Political
"""The lack of adequate disaster preparedness and response strategies endangers communities.""",Bullying ,Political
"""The politicization of public health decisions during crises undermines public safety.""",Bullying ,Political
"""Government corruption and bribery scandals erode public trust in elected officials.""",Bullying ,Political
"""The excessive influence of corporate lobbyists distorts policymaking in favor of special interests.""",Bullying ,Political
"""The suppression of scientific research for political reasons threatens evidence-based decision-making.""",Bullying ,Political
"""The erosion of voting rights for marginalized communities disenfranchises citizens.""",Bullying ,Political
"""Political leaders who prioritize partisan gain over national unity divide the country.""",Bullying ,Political
"""The disregard for diplomatic protocols damages international relations.""",Bullying ,Political
"""The perpetuation of conflict due to political intransigence leads to needless suffering.""",Bullying ,Political
"""The neglect of infrastructure maintenance poses risks to public safety and economic growth.""",Bullying ,Political
"""The failure to address income inequality perpetuates social unrest and inequality.""",Bullying ,Political
"""Political leaders who exploit fear and division for electoral gain undermine societal harmony.""",Bullying ,Political
"""The lack of a clear and coherent foreign policy strategy damages international credibility.""",Bullying ,Political
"""The erosion of ethics and moral values in politics fosters cynicism and disillusionment.""",Bullying ,Political
"""The misuse of intelligence agencies for political purposes threatens national security.""",Bullying ,Political
"""The lack of transparency in campaign financing conceals the true sources of political contributions.""",Bullying ,Political
